´logic_link_006´ MissionScriptElement 100174
´logic_link_007´ MissionScriptElement 100175
´point_special_objective_005´ ElementSpecialObjective 100191
	action_duration_max 20
	toggle off
	on_executed
		´toggle_ON_spawn´ (delay 0)
´toggle_OFF_2´ ElementToggle 100228
	elements
 		1 ´open_door_seq002´
	set_trigger_times -1
	toggle off
	on_executed
		´toggle_ON_spawn_4´ (delay 0)
´toggle_OFF_3´ ElementToggle 100229
	elements
 		1 ´open_door_seq001´
	set_trigger_times -1
	toggle off
	on_executed
		´activate spawn002´ (delay 0)
´toggle_OFF_4´ ElementToggle 100231
	elements
 		1 ´open_door_seq´
	set_trigger_times -1
	toggle off
	on_executed
		´toggle_ON_spawn_2´ (delay 0)
´cloaker_hide´ ElementSpecialObjective 100234
	action_duration_max 480
	action_duration_min 300
	ai_group enemies
	align_position True
	align_rotation True
	attitude engage
	base_chance 1
	followup_elements
	chance_inc 0
	interaction_voice none
	interrupt_dis 7
	interrupt_dmg 0
	interrupt_objective False
	interval -1
	needs_pos_rsrv True
	path_haste run
	path_stance hos
	path_style destination
	patrol_path none
	pose none
	position 300, -1675, -150
	rotation 0, 0, 0.707107, -0.707107
	scan True
	search_distance 0
	search_position 575 -1675 -150
	SO_access 1024
	so_action e_so_hide_under_car_enter
	trigger_on none
´cloaker_hide001´ ElementSpecialObjective 100235
	action_duration_max 480
	action_duration_min 300
	ai_group enemies
	align_position True
	align_rotation True
	attitude engage
	base_chance 1
	followup_elements
	chance_inc 0
	interaction_voice none
	interrupt_dis 7
	interrupt_dmg 0
	interrupt_objective False
	interval -1
	needs_pos_rsrv True
	path_haste run
	path_stance hos
	path_style destination
	patrol_path none
	pose none
	position 300, -2350, -150
	rotation 0, 0, 0.707107, -0.707107
	scan True
	search_distance 0
	search_position 454,637 -2410,17 -147,5
	SO_access 1024
	so_action e_so_hide_under_car_enter
	trigger_on none
´cloaker_hide002´ ElementSpecialObjective 100241
	action_duration_max 480
	action_duration_min 300
	ai_group enemies
	align_position True
	align_rotation True
	attitude engage
	base_chance 1
	followup_elements
	chance_inc 0
	interaction_voice none
	interrupt_dis 7
	interrupt_dmg 0
	interrupt_objective False
	interval -1
	needs_pos_rsrv True
	path_haste run
	path_stance hos
	path_style destination
	patrol_path none
	pose none
	position 525, -2275, -150
	rotation 0, 0, -0.707107, -0.707107
	scan True
	search_distance 0
	search_position 398,183 -2204,34 -147,5
	SO_access 1024
	so_action e_so_hide_under_car_enter
	trigger_on none
´cloaker_hide003´ ElementSpecialObjective 100246
	action_duration_max 480
	action_duration_min 300
	ai_group enemies
	align_position True
	align_rotation True
	attitude engage
	base_chance 1
	followup_elements
	chance_inc 0
	interaction_voice none
	interrupt_dis 7
	interrupt_dmg 0
	interrupt_objective False
	interval -1
	needs_pos_rsrv True
	path_haste run
	path_stance hos
	path_style destination
	patrol_path none
	pose none
	position 525.001, -2925, -150
	rotation 0, 0, -0.707107, -0.707107
	scan True
	search_distance 0
	search_position 419,637 -2864,21 -150
	SO_access 1024
	so_action e_so_hide_under_car_enter
	trigger_on none
´cloaker_spawn´ ElementSpawnEnemyDummy 100247
	accessibility any
	amount 0
	enemy units/payday2/characters/ene_spook_1/ene_spook_1
	force_pickup none
	interval 5
	orientation_elements
	participate_to_group_ai True
	position -1650, -6000, 3.05176E-05
	rotation 0, 0, 0.707107, -0.707107
	spawn_action none
	team default
	voice 0
´cloaker_spawn001´ ElementSpawnEnemyDummy 100248
	accessibility any
	amount 0
	enemy units/payday2/characters/ene_spook_1/ene_spook_1
	force_pickup none
	interval 5
	orientation_elements
	participate_to_group_ai True
	position 1675, -6000, 3.05176E-05
	rotation 0, 0, -0.707107, -0.707107
	spawn_action none
	team default
	voice 0
´cloaker_spawn002´ ElementSpawnEnemyDummy 100249
	accessibility any
	amount 0
	enemy units/payday2/characters/ene_spook_1/ene_spook_1
	force_pickup none
	interval 5
	orientation_elements
	participate_to_group_ai True
	position 2850, 200.001, 0
	rotation 0, 0, -0.707107, -0.707107
	spawn_action none
	team default
	voice 0
´cloaker_spawn003´ ElementSpawnEnemyDummy 100250
	accessibility any
	amount 0
	enemy units/payday2/characters/ene_spook_1/ene_spook_1
	force_pickup none
	interval 5
	orientation_elements
	participate_to_group_ai True
	position -2700, 199.998, 3.05176E-05
	rotation 0, 0, 0.707106, -0.707107
	spawn_action none
	team default
	voice 0
´close_door_topfloor007´ ElementUnitSequence 100251
	position -200, -8800, 9300
	rotation 0, 0, 0, -1
	trigger_list
		1
			id 1
			name run_sequence
			notify_unit_id units/pd2_dlc_casino/props/cas_bedroom_door/cas_bedroom_door/003 (1833.99, -1500, 1.73472E-18)
			notify_unit_sequence close_door
			time 0
		2
			id 2
			name run_sequence
			notify_unit_id units/pd2_dlc_casino/props/cas_bedroom_door/cas_bedroom_door/003 (1833.99, -1500, 1.73472E-18)
			notify_unit_sequence deactivate_door
			time 1
	on_executed
		´add_blocker007´ (delay 0)
´add_blocker007´ ElementNavObstacle 100252
	obstacle_list
		1
			guis_id 1
			obj_name 8037565586551743599
			unit_id units/dev_tools/level_tools/dev_door_blocker/dev_door_blocker_1x1x3/048 (1800, -1550, 2.49987)
	operation add
	position -100, -8800, 9300
	rotation 0, 0, 0, -1
´door_open007´ ElementUnitSequenceTrigger 100253
	TRIGGER TIMES 1
	sequence_list
		1
			guis_id 1
			sequence done_open
			notify_unit_id units/pd2_dlc_casino/props/cas_bedroom_door/cas_bedroom_door/003 (1833.99, -1500, 1.73472E-18)
		2
			guis_id 2
			sequence done_exploded
			notify_unit_id units/pd2_dlc_casino/props/cas_bedroom_door/cas_bedroom_door/003 (1833.99, -1500, 1.73472E-18)
	on_executed
		´remove_blocker007´ (delay 0)
´remove_blocker007´ ElementNavObstacle 100254
	obstacle_list
		1
			guis_id 1
			obj_name 8037565586551743599
			unit_id units/dev_tools/level_tools/dev_door_blocker/dev_door_blocker_1x1x3/048 (1800, -1550, 2.49987)
	operation remove
	position 200, -8800, 9300
	rotation 0, 0, 0, -1
´close_door_topfloor008´ ElementUnitSequence 100280
	position -200, -8700, 9300
	rotation 0, 0, 0, -1
	trigger_list
		1
			id 1
			name run_sequence
			notify_unit_id units/pd2_dlc_casino/props/cas_bedroom_door/cas_bedroom_door/004 (1834.99, -2300, 1.73472E-18)
			notify_unit_sequence close_door
			time 0
		2
			id 2
			name run_sequence
			notify_unit_id units/pd2_dlc_casino/props/cas_bedroom_door/cas_bedroom_door/004 (1834.99, -2300, 1.73472E-18)
			notify_unit_sequence deactivate_door
			time 1
	on_executed
		´add_blocker008´ (delay 0)
´add_blocker008´ ElementNavObstacle 100281
	obstacle_list
		1
			guis_id 1
			obj_name 8037565586551743599
			unit_id units/dev_tools/level_tools/dev_door_blocker/dev_door_blocker_1x1x3/049 (1800, -2350, 2.49988)
	operation add
	position -100, -8700, 9300
	rotation 0, 0, 0, -1
´door_open008´ ElementUnitSequenceTrigger 100282
	TRIGGER TIMES 1
	sequence_list
		1
			guis_id 1
			sequence done_open
			notify_unit_id units/pd2_dlc_casino/props/cas_bedroom_door/cas_bedroom_door/004 (1834.99, -2300, 1.73472E-18)
		2
			guis_id 2
			sequence done_exploded
			notify_unit_id units/pd2_dlc_casino/props/cas_bedroom_door/cas_bedroom_door/004 (1834.99, -2300, 1.73472E-18)
	on_executed
		´remove_blocker008´ (delay 0)
´remove_blocker008´ ElementNavObstacle 100283
	obstacle_list
		1
			guis_id 1
			obj_name 8037565586551743599
			unit_id units/dev_tools/level_tools/dev_door_blocker/dev_door_blocker_1x1x3/049 (1800, -2350, 2.49988)
	operation remove
	position 200, -8700, 9300
	rotation 0, 0, 0, -1
´close_door_topfloor009´ ElementUnitSequence 100293
	position -200, -8600, 9300
	rotation 0, 0, 0, -1
	trigger_list
		1
			id 1
			name run_sequence
			notify_unit_id units/pd2_dlc_casino/props/cas_bedroom_door/cas_bedroom_door/011 (-1785.01, -1500, 1.73472E-18)
			notify_unit_sequence close_door
			time 0
		2
			id 2
			name run_sequence
			notify_unit_id units/pd2_dlc_casino/props/cas_bedroom_door/cas_bedroom_door/011 (-1785.01, -1500, 1.73472E-18)
			notify_unit_sequence deactivate_door
			time 1
	on_executed
		´add_blocker009´ (delay 0)
´add_blocker009´ ElementNavObstacle 100294
	obstacle_list
		1
			guis_id 1
			obj_name 8037565586551743599
			unit_id units/dev_tools/level_tools/dev_door_blocker/dev_door_blocker_1x1x3/050 (-1850, -1550, 2.49984)
	operation add
	position -100, -8600, 9300
	rotation 0, 0, 0, -1
´door_open009´ ElementUnitSequenceTrigger 100295
	TRIGGER TIMES 1
	sequence_list
		1
			guis_id 1
			sequence done_open
			notify_unit_id units/pd2_dlc_casino/props/cas_bedroom_door/cas_bedroom_door/011 (-1785.01, -1500, 1.73472E-18)
		2
			guis_id 2
			sequence done_exploded
			notify_unit_id units/pd2_dlc_casino/props/cas_bedroom_door/cas_bedroom_door/011 (-1785.01, -1500, 1.73472E-18)
	on_executed
		´remove_blocker009´ (delay 0)
´remove_blocker009´ ElementNavObstacle 100296
	obstacle_list
		1
			guis_id 1
			obj_name 8037565586551743599
			unit_id units/dev_tools/level_tools/dev_door_blocker/dev_door_blocker_1x1x3/050 (-1850, -1550, 2.49984)
	operation remove
	position 200, -8600, 9300
	rotation 0, 0, 0, -1
´close_door_topfloor010´ ElementUnitSequence 100298
	position -200, -8500, 9300
	rotation 0, 0, 0, -1
	trigger_list
		1
			id 1
			name run_sequence
			notify_unit_id units/pd2_dlc_casino/props/cas_bedroom_door/cas_bedroom_double_door/012 (-1787, -2400, 0)
			notify_unit_sequence close_door
			time 0
		2
			id 2
			name run_sequence
			notify_unit_id units/pd2_dlc_casino/props/cas_bedroom_door/cas_bedroom_double_door/012 (-1787, -2400, 0)
			notify_unit_sequence deactivate_door
			time 1
	on_executed
		´add_blocker010´ (delay 0)
´add_blocker010´ ElementNavObstacle 100299
	obstacle_list
		1
			guis_id 1
			obj_name 1899710181486966882
			unit_id units/dev_tools/level_tools/dev_door_blocker/dev_door_blocker_1x2x3/010 (-1850, -2500, 2.49989)
	operation add
	position -100, -8500, 9300
	rotation 0, 0, 0, -1
´door_open010´ ElementUnitSequenceTrigger 100300
	TRIGGER TIMES 1
	sequence_list
		1
			guis_id 1
			sequence done_open
			notify_unit_id units/pd2_dlc_casino/props/cas_bedroom_door/cas_bedroom_double_door/012 (-1787, -2400, 0)
		2
			guis_id 2
			sequence done_exploded
			notify_unit_id units/pd2_dlc_casino/props/cas_bedroom_door/cas_bedroom_double_door/012 (-1787, -2400, 0)
	on_executed
		´remove_blocker010´ (delay 0)
´remove_blocker010´ ElementNavObstacle 100301
	obstacle_list
		1
			guis_id 1
			obj_name 1899710181486966882
			unit_id units/dev_tools/level_tools/dev_door_blocker/dev_door_blocker_1x2x3/010 (-1850, -2500, 2.49989)
	operation remove
	position 200, -8500, 9300
	rotation 0, 0, 0, -1
´open_door_seq007´ ElementUnitSequence 100303
	position 2200, -4600, 9300
	rotation 0, 0, -0.707107, -0.707107
	trigger_list
		1
			id 1
			name run_sequence
			notify_unit_id units/pd2_dlc_casino/props/cas_bedroom_door/cas_bedroom_door/003 (1833.99, -1500, 1.73472E-18)
			notify_unit_sequence activate_door
			time 0
		2
			id 2
			name run_sequence
			notify_unit_id units/pd2_dlc_casino/props/cas_bedroom_door/cas_bedroom_door/003 (1833.99, -1500, 1.73472E-18)
			notify_unit_sequence open_door
			time 1
	on_executed
		´toggle_OFF_8´ (delay 0)
´open_door_seq008´ ElementUnitSequence 100304
	position 2000, -4600, 9300
	rotation 0, 0, -0.707107, -0.707107
	trigger_list
		1
			id 1
			name run_sequence
			notify_unit_id units/pd2_dlc_casino/props/cas_bedroom_door/cas_bedroom_double_door/012 (-1787, -2400, 0)
			notify_unit_sequence activate_door
			time 0
		2
			id 2
			name run_sequence
			notify_unit_id units/pd2_dlc_casino/props/cas_bedroom_door/cas_bedroom_double_door/012 (-1787, -2400, 0)
			notify_unit_sequence open_door
			time 1
	on_executed
		´toggle_OFF_5´ (delay 0)
´open_door_seq009´ ElementUnitSequence 100305
	position 2300, -4600, 9300
	rotation 0, 0, -0.707107, -0.707107
	trigger_list
		1
			id 1
			name run_sequence
			notify_unit_id units/pd2_dlc_casino/props/cas_bedroom_door/cas_bedroom_door/004 (1834.99, -2300, 1.73472E-18)
			notify_unit_sequence activate_door
			time 0
		2
			id 2
			name run_sequence
			notify_unit_id units/pd2_dlc_casino/props/cas_bedroom_door/cas_bedroom_door/004 (1834.99, -2300, 1.73472E-18)
			notify_unit_sequence open_door
			time 1
	on_executed
		´toggle_OFF_7´ (delay 0)
´open_door_seq010´ ElementUnitSequence 100306
	position 2100, -4600, 9300
	rotation 0, 0, -0.707107, -0.707107
	trigger_list
		1
			id 1
			name run_sequence
			notify_unit_id units/pd2_dlc_casino/props/cas_bedroom_door/cas_bedroom_door/011 (-1785.01, -1500, 1.73472E-18)
			notify_unit_sequence activate_door
			time 0
		2
			id 2
			name run_sequence
			notify_unit_id units/pd2_dlc_casino/props/cas_bedroom_door/cas_bedroom_door/011 (-1785.01, -1500, 1.73472E-18)
			notify_unit_sequence open_door
			time 1
	on_executed
		´toggle_OFF_6´ (delay 0)
´randomize_open_doors_2´ ElementRandom 100307
	amount 1
	amount_random 0
	ignore_disabled True
	on_executed
		´open_door_seq008´ (delay 0)
		´open_door_seq010´ (delay 0)
		´open_door_seq009´ (delay 0)
		´open_door_seq007´ (delay 0)
´toggle_OFF_5´ ElementToggle 100308
	elements
 		1 ´open_door_seq008´
	set_trigger_times -1
	toggle off
	on_executed
		´toggle_ON_spawn_5´ (delay 0)
´toggle_OFF_6´ ElementToggle 100309
	elements
 		1 ´open_door_seq010´
	set_trigger_times -1
	toggle off
	on_executed
		´toggle_ON_spawn_6´ (delay 0)
´toggle_OFF_7´ ElementToggle 100310
	elements
 		1 ´open_door_seq009´
	set_trigger_times -1
	toggle off
	on_executed
		´toggle_ON_spawn_8´ (delay 0)
´toggle_OFF_8´ ElementToggle 100311
	elements
 		1 ´open_door_seq007´
	set_trigger_times -1
	toggle off
	on_executed
		´toggle_ON_spawn_7´ (delay 0)
´toggle_OFF_9´ ElementToggle 100312
	elements
 		1 ´open_door_seq004´
	set_trigger_times -1
	toggle off
	on_executed
		´toggle_ON_spawn_11´ (delay 0)
´toggle_OFF_10´ ElementToggle 100313
	elements
 		1 ´open_door_seq005´
	set_trigger_times -1
	toggle off
	on_executed
		´toggle_ON_spawn_9´ (delay 0)
´toggle_OFF_11´ ElementToggle 100314
	elements
 		1 ´open_door_seq006´
	set_trigger_times -1
	toggle off
	on_executed
		´toggle_ON_spawn_10´ (delay 0)
´randomize_open_doors_3´ ElementRandom 100315
	amount 1
	amount_random 0
	ignore_disabled True
	on_executed
		´open_door_seq004´ (delay 0)
		´open_door_seq005´ (delay 0)
		´open_door_seq006´ (delay 0)
´ai_enemy_balcony004´ ElementEnemyPreferedAdd 100318
	TRIGGER TIMES 1
	spawn_groups
		1 ´ai_enemy_group_012´
´ai_enemy_group_012´ ElementSpawnEnemyGroup 100319
	amount 0
	elements
 		1 ´enemy_069´
		2 ´enemy_068´
		3 ´enemy_067´
		4 ´enemy_066´
		5 ´enemy_065´
	ignore_disabled True
	interval 0
	preferred_spawn_groups
		1 tac_shield_wall_ranged
		2 tac_bull_rush
		3 tac_swat_rifle_flank
		4 tac_shield_wall
		5 tac_tazer_flanking
		6 tac_tazer_charge
		7 FBI_spoocs
		8 tac_shield_wall_charge
	spawn_type group
	team default
´ai_enemy_balcony005´ ElementEnemyPreferedAdd 100320
	TRIGGER TIMES 1
	spawn_groups
		1 ´ai_enemy_group_013´
´ai_enemy_group_013´ ElementSpawnEnemyGroup 100321
	amount 0
	elements
 		1 ´ai_spawn_enemy_032´
		2 ´ai_spawn_enemy_031´
		3 ´ai_spawn_enemy_057´
		4 ´ai_spawn_enemy_055´
		5 ´ai_spawn_enemy_056´
	ignore_disabled True
	interval 0
	preferred_spawn_groups
		1 tac_shield_wall_ranged
		2 tac_bull_rush
		3 tac_swat_rifle_flank
		4 tac_shield_wall
		5 tac_tazer_flanking
		6 tac_tazer_charge
		7 FBI_spoocs
		8 tac_shield_wall_charge
	spawn_type group
	team default
´ai_enemy_balcony006´ ElementEnemyPreferedAdd 100322
	TRIGGER TIMES 1
	spawn_groups
		1 ´ai_enemy_group_014´
´ai_enemy_group_014´ ElementSpawnEnemyGroup 100323
	amount 0
	elements
 		1 ´ai_spawn_enemy_042´
		2 ´ai_spawn_enemy_041´
		3 ´ai_spawn_enemy_052´
		4 ´ai_spawn_enemy_053´
		5 ´ai_spawn_enemy_054´
	ignore_disabled True
	interval 0
	preferred_spawn_groups
		1 tac_shield_wall_ranged
		2 tac_bull_rush
		3 tac_swat_rifle_flank
		4 tac_shield_wall
		5 tac_tazer_flanking
		6 tac_tazer_charge
		7 FBI_spoocs
		8 tac_shield_wall_charge
	spawn_type group
	team default
´ai_spawn_enemy_041´ ElementSpawnEnemyDummy 100324
	accessibility any
	amount 0
	enemy units/payday2/characters/ene_swat_1/ene_swat_1
	force_pickup none
	interval 5
	orientation_elements
	participate_to_group_ai True
	position 2000, -2000, 0
	rotation 0, 0, 1, -4.17233E-07
	spawn_action none
	team default
	voice 0
´ai_spawn_enemy_042´ ElementSpawnEnemyDummy 100325
	accessibility any
	amount 0
	enemy units/payday2/characters/ene_swat_1/ene_swat_1
	force_pickup none
	interval 5
	orientation_elements
	participate_to_group_ai True
	position 2100, -2000, 0
	rotation 0, 0, 1, -4.17233E-07
	spawn_action none
	team default
	voice 0
´ai_enemy_balcony007´ ElementEnemyPreferedAdd 100326
	TRIGGER TIMES 1
	spawn_groups
		1 ´ai_enemy_group_015´
´ai_enemy_group_015´ ElementSpawnEnemyGroup 100327
	amount 0
	elements
 		1 ´ai_spawn_enemy_060´
		2 ´ai_spawn_enemy_061´
		3 ´ai_spawn_enemy_059´
		4 ´ai_spawn_enemy_058´
		5 ´ai_spawn_enemy_062´
	ignore_disabled True
	interval 0
	preferred_spawn_groups
		1 tac_shield_wall_ranged
		2 tac_bull_rush
		3 tac_swat_rifle_flank
		4 tac_shield_wall
		5 tac_tazer_flanking
		6 tac_tazer_charge
		7 FBI_spoocs
		8 tac_shield_wall_charge
	spawn_type group
	team default
´toggle_helicopter´ ElementToggle 100335
	elements
 		1 ´heli_event´ DISABLED
	set_trigger_times -1
	toggle on
´toggle_ON_spawn´ ElementToggle 100336
	elements
 		1 ´logic_link_001´ DISABLED
	set_trigger_times -1
	toggle on
´logic_link_001´ MissionScriptElement 100337
	DISABLED
	on_executed
		´ai_enemy_topfloor´ (delay 0)
´toggle_ON_spawn_2´ ElementToggle 100338
	elements
 		1 ´logic_link_002´ DISABLED
	set_trigger_times -1
	toggle on
´logic_link_002´ MissionScriptElement 100339
	DISABLED
	on_executed
		´ai_enemy_topfloor3´ (delay 0)
´logic_link_003´ MissionScriptElement 100340
	DISABLED
	on_executed
		´ai_enemy_topfloor4´ (delay 0)
´activate spawn002´ ElementToggle 100341
	elements
 		1 ´logic_link_003´ DISABLED
	set_trigger_times -1
	toggle on
´toggle_ON_spawn_3´ ElementToggle 100342
	elements
 		1 ´logic_link_003´ DISABLED
	set_trigger_times -1
	toggle on
	on_executed
		´toggle_OFF_link´ (delay 0)
´toggle_ON_spawn_4´ ElementToggle 100343
	elements
 		1 ´logic_link_004´ DISABLED
	set_trigger_times -1
	toggle on
	on_executed
		´toggle_OFF_link_2´ (delay 0)
´logic_link_004´ MissionScriptElement 100344
	DISABLED
	on_executed
		´ai_enemy_topfloor2´ (delay 0)
´toggle_OFF_skylight´ ElementToggle 100345
	elements
 		1 ´delay´
